PlayerName,Teams,Span,Matches,Innings,NotOuts,Runs,HighestScore,BattingAverage,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes,BowlInnings,Overs,Maidens,RunsConceded,Wickets,BestBowlingInnings,BowlingAverage,Economy,BowlingStrikeRate,FourWickets,FiveWickets
Jalaj S Saxena,Punjab Kings,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3.0,0,27,0,-,-,9,-,0,0
Jaskaran Singh,Deccan Chargers,2009-2010,8,5,4,8,4*,8,11,72.72,0,0,0,0,0,7,17.0,0,171,6,2/18,28.5,10.05,17,0,0
Joginder Sharma,Chennai Super Kings,2008-2011,16,6,2,36,16*,9,30,120,0,0,2,1,2,15,42.4,0,419,12,2/27,34.91,9.82,21.3,0,0
K Goel,Kings XI Punjab,2008-2010,22,17,2,218,38,14.53,231,94.37,0,0,2,17,9,6,11.0,0,93,0,-,-,8.45,-,0,0
K Gowtham,"Kings XI Punjab, Lucknow Super Giants, Rajasthan Royals",2018-2024,36,27,9,247,33*,13.72,148,166.89,0,0,2,15,17,35,98.0,1,808,21,2/12,38.47,8.24,28,0,0
K Kartikeya,"Mumbai Indians, Rajasthan Royals",2022-2025,16,4,0,12,6,3,17,70.58,0,0,0,1,0,16,47.0,0,407,12,2/22,33.91,8.65,23.5,0,0
K Khejroliya,"Gujarat Titans, Kolkata Knight Riders, Royal Challengers Bangalore",2018-2025,8,-,-,-,-,-,-,-,-,-,-,-,-,8,23.1,0,246,6,2/33,41,10.61,23.1,0,0
K Kushagra,"Delhi Capitals, Gujarat Titans",2024-2026,5,4,0,21,18,5.25,21,100,0,0,1,3,0,-,-,-,-,-,-,-,-,-,-,-
K Nitish Kumar Reddy,Sunrisers Hyderabad,2023-2026,32,26,6,581,76*,29.05,429,135.43,0,3,1,38,31,16,30.1,0,324,7,2/17,46.28,10.74,25.8,0,0
K Rabada,"Delhi Capitals, Delhi Daredevils, Gujarat Titans, Punjab Kings",2017-2026,88,34,16,238,44,13.22,217,109.67,0,0,4,17,11,88,332.0,2,2894,123,4/21,23.52,8.71,16.1,6,0
K Santokie,Mumbai Indians,2014-2014,2,-,-,-,-,-,-,-,-,-,-,-,-,2,8.0,0,90,3,2/50,30,11.25,16,0,0
K Upadhyay,Pune Warriors,2012-2013,3,2,2,12,11*,-,9,133.33,0,0,0,0,1,3,9.0,0,81,0,-,-,9,-,0,0
K Yadav,Rajasthan Royals,2021-2023,3,1,1,0,0*,-,4,0,0,0,0,0,0,3,9.0,0,84,2,1/18,42,9.33,27,0,0
KA Jamieson,"Punjab Kings, Royal Challengers Bangalore",2021-2025,13,9,5,65,16*,16.25,60,108.33,0,0,0,5,3,13,43.0,1,416,14,3/41,29.71,9.67,18.4,0,0
KA Maharaj,Rajasthan Royals,2024-2024,2,1,0,1,1,1,2,50,0,0,0,0,0,2,6.0,0,39,2,2/23,19.5,6.5,18,0,0
KA Pollard,Mumbai Indians,2010-2022,189,171,52,3412,87*,28.67,2316,147.32,0,16,5,218,223,107,248.0,0,2180,69,4/44,31.59,8.79,21.5,1,0
KAJ Roach,Deccan Chargers,2010-2010,2,1,0,10,10,10,9,111.11,0,0,0,1,0,2,8.0,0,80,0,-,-,10,-,0,0
KB Arun Karthik,"Chennai Super Kings, Royal Challengers Bangalore",2010-2013,17,8,3,51,19*,10.2,51,100,0,0,1,4,1,-,-,-,-,-,-,-,-,-,-,-
KC Cariappa,"Kings XI Punjab, Kolkata Knight Riders",2015-2019,11,5,2,24,12*,8,21,114.28,0,0,0,0,2,11,36.0,0,348,8,2/16,43.5,9.66,27,0,0
KC Sangakkara,"Deccan Chargers, Kings XI Punjab, Sunrisers Hyderabad",2008-2013,71,68,3,1687,94,25.95,1392,121.19,0,10,4,195,27,-,-,-,-,-,-,-,-,-,-,-
KD Karthik,"Delhi Daredevils, Gujarat Lions, Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians, Royal Challengers Bangalore, Royal Challengers Bengaluru",2008-2024,257,234,50,4842,97*,26.31,3577,135.36,0,22,18,466,161,-,-,-,-,-,-,-,-,-,-,-
KH Devdhar,Deccan Chargers,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KH Pandya,"Lucknow Super Giants, Mumbai Indians, Royal Challengers Bengaluru",2016-2026,146,119,39,1757,86,21.96,1332,131.9,0,2,7,153,65,135,408.4,1,3077,97,4/45,31.72,7.52,25.2,1,0
KJ Abbott,Kings XI Punjab,2016-2016,5,3,2,13,12*,13,8,162.5,0,0,1,0,1,5,16.0,0,177,2,1/38,88.5,11.06,48,0,0
KK Ahmed,"Chennai Super Kings, Delhi Capitals, Sunrisers Hyderabad",2018-2026,75,7,2,2,1*,0.4,9,22.22,0,0,4,0,0,75,272.2,4,2450,90,3/21,27.22,8.99,18.1,0,0
KK Cooper,Rajasthan Royals,2012-2014,25,14,5,116,32,12.88,68,170.58,0,0,1,9,8,25,96.0,1,757,33,4/26,22.93,7.88,17.4,1,0
KK Nair,"Delhi Capitals, Delhi Daredevils, Kings XI Punjab, Rajasthan Royals, Royal Challengers Bangalore",2013-2025,84,76,5,1694,89,23.85,1286,131.72,0,11,5,185,49,-,-,-,-,-,-,-,-,-,-,-
KL Nagarkoti,"Delhi Capitals, Kolkata Knight Riders",2020-2022,12,7,3,22,8*,5.5,33,66.66,0,0,2,1,0,11,30.0,0,285,5,2/13,57,9.5,36,0,0
KL Rahul,"Delhi Capitals, Kings XI Punjab, Lucknow Super Giants, Punjab Kings, Royal Challengers Bangalore, Sunrisers Hyderabad",2013-2026,149,140,23,5333,132*,45.58,3905,136.56,5,41,5,465,213,-,-,-,-,-,-,-,-,-,-,-
KM Asif,"Chennai Super Kings, Rajasthan Royals",2018-2023,7,1,0,0,0,0,2,0,0,0,1,0,0,7,22.1,0,231,7,2/42,33,10.42,19,0,0
KM Jadhav,"Chennai Super Kings, Delhi Daredevils, Kochi Tuskers Kerala, Royal Challengers Bangalore, Sunrisers Hyderabad",2010-2023,95,81,27,1208,69,22.37,981,123.13,0,4,6,102,40,-,-,-,-,-,-,-,-,-,-,-
KMA Paul,Delhi Capitals,2019-2019,8,6,1,18,7,3.6,24,75,0,0,2,1,1,8,27.1,0,237,9,3/17,26.33,8.72,18.1,0,0
KMDN Kulasekara,Chennai Super Kings,2011-2012,6,1,1,5,5*,-,3,166.66,0,0,0,1,0,5,17.0,0,120,5,2/10,24,7.05,20.4,0,0
KP Appanna,Royal Challengers Bangalore,2009-2012,14,3,2,2,1*,2,4,50,0,0,0,0,0,13,36.0,0,286,9,4/19,31.77,7.94,24,1,0
KP Pietersen,"Delhi Daredevils, Rising Pune Supergiants, Royal Challengers Bangalore",2009-2016,36,36,9,1001,103*,37.07,743,134.72,1,4,3,91,40,13,29.0,0,215,7,2/31,30.71,7.41,24.8,0,0
KR Mayers,Lucknow Super Giants,2023-2023,13,13,0,379,73,29.15,263,144.1,0,4,2,38,22,6,7.0,0,59,0,-,-,8.42,-,0,0
KR Sen,Rajasthan Royals,2022-2024,12,1,1,0,0*,-,3,0,0,0,0,0,0,12,40.1,0,387,14,4/20,27.64,9.63,17.2,1,0
KS Bharat,"Delhi Capitals, Royal Challengers Bangalore",2021-2022,10,9,2,199,78*,28.42,163,122.08,0,1,1,12,8,-,-,-,-,-,-,-,-,-,-,-
KS Rathore,Rajasthan Royals,2025-2025,1,1,0,0,0,0,5,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-
KS Sharma,Lucknow Super Giants,2022-2023,3,3,0,16,9,5.33,25,64,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-
KS Williamson,"Gujarat Titans, Sunrisers Hyderabad",2015-2024,79,77,17,2128,89,35.46,1694,125.61,0,18,2,185,64,2,3.0,0,31,0,-,-,10.33,-,0,0
KT Maphaka,"Mumbai Indians, Rajasthan Royals",2024-2025,4,1,1,8,8*,-,2,400,0,0,0,2,0,4,11.0,0,143,2,1/23,71.5,13,33,0,0
KV Sharma,"Chennai Super Kings, Mumbai Indians, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad",2009-2025,90,41,15,352,39*,13.53,295,119.32,0,0,1,20,17,87,264.1,1,2215,83,4/16,26.68,8.38,19,2,0
KW Richardson,"Pune Warriors, Rajasthan Royals, Royal Challengers Bangalore",2013-2021,15,4,1,36,26,12,39,92.3,0,0,0,2,1,15,55.5,0,472,19,3/13,24.84,8.45,17.6,0,0
Kamran Akmal,Rajasthan Royals,2008-2008,6,6,1,128,53*,25.6,78,164.1,0,1,0,13,8,-,-,-,-,-,-,-,-,-,-,-
Kamran Khan,"Pune Warriors, Rajasthan Royals",2009-2011,9,2,1,3,3,3,5,60,0,0,0,0,0,9,26.4,0,224,9,3/18,24.88,8.4,17.7,0,0
Karanveer Singh,Kings XI Punjab,2014-2015,9,4,3,12,5*,12,17,70.58,0,0,0,1,0,9,34.0,0,321,12,4/54,26.75,9.44,17,1,0
Karim Janat,Gujarat Titans,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0,0,30,0,-,-,30,-,0,0
Kartik Sharma,Chennai Super Kings,2026-2026,3,3,0,25,18,8.33,21,119.04,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
Kartik Tyagi,"Gujarat Titans, Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad",2020-2026,24,8,3,18,7,3.6,21,85.71,0,0,1,2,0,23,81.2,0,835,18,2/29,46.38,10.26,27.1,0,0
Kuldeep Yadav,"Delhi Capitals, Kolkata Knight Riders",2016-2026,102,40,23,206,35*,12.11,240,85.83,0,0,5,18,3,99,355.0,1,2877,105,4/14,27.4,8.1,20.2,4,0
L Ablish,Kings XI Punjab,2010-2011,3,1,1,0,0*,-,2,0,0,0,0,0,0,3,7.0,0,75,3,2/17,25,10.71,14,0,0
L Balaji,"Chennai Super Kings, Kings XI Punjab, Kolkata Knight Riders",2008-2014,73,15,7,36,15,4.5,49,73.46,0,0,5,2,1,73,252.1,2,2028,76,5/24,26.68,8.04,19.9,3,1
L Ngidi,"Chennai Super Kings, Delhi Capitals, Royal Challengers Bengaluru",2018-2026,20,2,1,3,3,3,7,42.85,0,0,0,0,0,20,77.4,2,655,34,4/10,19.26,8.43,13.7,1,0
L Ronchi,Mumbai Indians,2008-2009,5,5,0,34,13,6.8,34,100,0,0,1,6,1,-,-,-,-,-,-,-,-,-,-,-
L Wood,Mumbai Indians,2024-2024,2,1,1,9,9*,-,3,300,0,0,0,0,1,2,6.0,0,93,1,1/68,93,15.5,36,0,0
LA Carseldine,Rajasthan Royals,2009-2009,5,5,1,81,39,20.25,68,119.11,0,0,0,11,0,1,1.0,0,6,1,1/6,6,6,6,0,0
LA Pomersbach,"Kings XI Punjab, Royal Challengers Bangalore",2008-2013,17,16,5,302,79*,27.45,246,122.76,0,1,0,25,13,-,-,-,-,-,-,-,-,-,-,-
LB Williams,Delhi Capitals,2024-2024,2,1,1,1,1*,-,2,50,0,0,0,0,0,2,6.0,0,72,1,1/38,72,12,36,0,0
LE Plunkett,Delhi Daredevils,2018-2018,7,2,1,1,1*,1,3,33.33,0,0,1,0,0,7,25.0,0,225,4,3/17,56.25,9,37.5,0,0
LG Pretorius,Rajasthan Royals,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LH Ferguson,"Gujarat Titans, Kolkata Knight Riders, Punjab Kings, Rising Pune Supergiant, Royal Challengers Bengaluru",2017-2025,49,11,8,72,24*,24,47,153.19,0,0,1,7,2,49,170.3,1,1530,51,4/28,30,8.97,20,1,0
LI Meriwala,Delhi Capitals,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3.0,0,32,1,1/32,32,10.66,18,0,0
LJ Wright,Pune Warriors,2012-2013,7,6,1,106,44,21.2,60,176.66,0,0,0,16,3,6,11.5,0,124,2,1/12,62,10.47,35.5,0,0
LMP Simmons,Mumbai Indians,2014-2017,29,29,2,1079,100*,39.96,852,126.64,1,11,2,109,44,1,3.0,0,34,1,1/34,34,11.33,18,0,0
LPC Silva,Deccan Chargers,2008-2008,3,3,1,40,23*,20,26,153.84,0,0,1,5,1,1,1.0,0,21,0,-,-,21,-,0,0
LR Shukla,"Delhi Daredevils, Kolkata Knight Riders",2008-2014,47,34,7,405,48*,15,350,115.71,0,0,3,33,15,27,52.2,0,447,15,3/6,29.8,8.54,20.9,0,0
LRPL Taylor,"Delhi Daredevils, Pune Warriors, Rajasthan Royals, Royal Challengers Bangalore",2008-2014,55,54,14,1017,81*,25.42,822,123.72,0,3,3,66,46,2,2.0,0,24,0,-,-,12,-,0,0
LS Livingstone,"Punjab Kings, Rajasthan Royals, Royal Challengers Bengaluru, Sunrisers Hyderabad",2019-2026,50,48,7,1065,94,25.97,682,156.15,0,7,3,70,76,27,52.0,0,469,13,3/27,36.07,9.01,24,0,0
Lalit Yadav,Delhi Capitals,2021-2024,27,21,5,305,48*,19.06,290,105.17,0,0,1,27,7,19,48.0,0,425,10,2/11,42.5,8.85,28.8,0,0
Litton Das,Kolkata Knight Riders,2023-2023,1,1,0,4,4,4,4,100,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-
M Ashwin,"Kings XI Punjab, Mumbai Indians, Punjab Kings, Rajasthan Royals, Rising Pune Supergiants, Royal Challengers Bangalore",2016-2023,44,13,4,35,9,3.88,50,70,0,0,2,2,1,44,145.0,0,1162,35,3/21,33.2,8.01,24.8,0,0
M Jansen,"Mumbai Indians, Punjab Kings, Sunrisers Hyderabad",2021-2026,39,22,10,150,34*,12.5,139,107.91,0,0,3,8,7,38,134.1,1,1252,38,3/17,32.94,9.33,21.1,0,0
M Kaif,"Kings XI Punjab, Rajasthan Royals, Royal Challengers Bangalore",2008-2012,29,22,4,259,34*,14.38,250,103.6,0,0,0,22,6,-,-,-,-,-,-,-,-,-,-,-
M Kartik,"Kings XI Punjab, Kolkata Knight Riders, Pune Warriors, Royal Challengers Bangalore",2008-2014,56,16,9,113,21,16.14,108,104.62,0,0,1,7,1,55,191.4,1,1388,31,3/17,44.77,7.24,37,0,0
M Klinger,Kochi Tuskers Kerala,2011-2011,4,4,0,73,29,18.25,77,94.8,0,0,0,9,0,-,-,-,-,-,-,-,-,-,-,-
M Manhas,"Chennai Super Kings, Delhi Daredevils, Pune Warriors",2008-2014,55,38,15,514,42*,22.34,470,109.36,0,0,6,43,10,3,7.0,0,42,0,-,-,6,-,0,0
M Markande,"Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad",2018-2026,40,11,8,48,18*,16,42,114.28,0,0,0,5,1,40,125.0,0,1145,37,4/15,30.94,9.16,20.2,2,0
M Morkel,"Delhi Daredevils, Kolkata Knight Riders, Rajasthan Royals",2009-2016,70,23,12,126,23*,11.45,90,140,0,0,5,11,4,70,271.3,3,2089,77,4/20,27.12,7.69,21.1,1,0
M Muralidaran,"Chennai Super Kings, Kochi Tuskers Kerala, Royal Challengers Bangalore",2008-2014,66,9,3,20,6,3.33,30,66.66,0,0,2,1,0,66,254.0,1,1696,63,3/11,26.92,6.67,24.1,0,0
M Ntini,Chennai Super Kings,2008-2008,9,2,1,11,11,11,18,61.11,0,0,0,2,0,9,35.0,2,242,7,4/21,34.57,6.91,30,1,0
M Pathirana,Chennai Super Kings,2022-2025,32,-,-,-,-,-,-,-,-,-,-,-,-,32,117.0,0,1016,47,4/28,21.61,8.68,14.9,1,0
M Prasidh Krishna,"Gujarat Titans, Kolkata Knight Riders, Rajasthan Royals",2018-2026,70,10,7,9,4*,3,24,37.5,0,0,2,0,0,70,265.5,3,2343,84,4/28,27.89,8.81,18.9,3,0
M Rawat,"Pune Warriors, Rajasthan Royals",2008-2013,18,12,7,55,23*,11,69,79.71,0,0,1,4,1,-,-,-,-,-,-,-,-,-,-,-
M Shahrukh Khan,"Gujarat Titans, Punjab Kings",2021-2026,59,51,15,747,58,20.75,501,149.1,0,2,3,47,51,3,3.0,0,28,1,1/13,28,9.33,18,0,0
M Siddharth,Lucknow Super Giants,2024-2026,7,-,-,-,-,-,-,-,-,-,-,-,-,7,24.0,0,201,5,2/39,40.2,8.37,28.8,0,0
M Theekshana,"Chennai Super Kings, Rajasthan Royals",2022-2025,38,6,3,17,7*,5.66,34,50,0,0,1,0,1,38,146.0,1,1207,36,4/33,33.52,8.26,24.3,1,0
M Tiwari,Delhi Capitals,2025-2025,1,1,0,3,3,3,4,75,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
M Vijay,"Chennai Super Kings, Delhi Daredevils, Kings XI Punjab",2009-2020,106,106,5,2619,127,25.93,2149,121.87,2,13,5,247,91,4,6.0,0,49,0,-,-,8.16,-,0,0
M Vohra,"Kings XI Punjab, Lucknow Super Giants, Rajasthan Royals, Royal Challengers Bangalore",2013-2023,56,51,2,1083,95,22.1,829,130.63,0,3,3,104,43,-,-,-,-,-,-,-,-,-,-,-
M de Lange,"Kolkata Knight Riders, Mumbai Indians",2012-2015,5,1,0,1,1,1,2,50,0,0,0,0,0,5,18.0,1,169,5,3/34,33.8,9.38,21.6,0,0
MA Agarwal,"Delhi Daredevils, Kings XI Punjab, Punjab Kings, Rising Pune Supergiant, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad",2011-2025,131,125,5,2756,106,22.96,2064,133.52,1,13,7,273,100,-,-,-,-,-,-,-,-,-,-,-
MA Khote,Mumbai Indians,2008-2008,4,3,1,24,9,12,22,109.09,0,0,0,2,1,2,5.0,0,51,2,2/29,25.5,10.2,15,0,0
MA Starc,"Delhi Capitals, Kolkata Knight Riders, Royal Challengers Bangalore",2014-2025,52,23,12,111,29,10.09,119,93.27,0,0,3,11,0,49,174.3,1,1503,65,5/35,23.12,8.61,16.1,2,1
MA Wood,"Chennai Super Kings, Lucknow Super Giants",2018-2023,5,3,1,12,10*,6,8,150,0,0,0,1,1,5,20.0,1,179,11,5/14,16.27,8.95,10.9,0,1
MB Parmar,Kolkata Knight Riders,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,1,3.0,0,33,0,-,-,11,-,0,0
MC Henriques,"Delhi Daredevils, Kolkata Knight Riders, Punjab Kings, Royal Challengers Bangalore, Sunrisers Hyderabad",2009-2021,62,54,18,1000,74*,27.77,788,126.9,0,5,2,87,28,60,158.2,0,1289,42,3/12,30.69,8.14,22.6,0,0
MC Juneja,Delhi Daredevils,2013-2013,7,7,0,125,49,17.85,128,97.65,0,0,0,11,1,-,-,-,-,-,-,-,-,-,-,-
MD Choudhary,Lucknow Super Giants,2026-2026,4,4,2,88,54*,44,57,154.38,0,1,0,5,8,-,-,-,-,-,-,-,-,-,-,-
MD Mishra,"Deccan Chargers, Pune Warriors",2010-2012,18,17,1,237,41,14.81,208,113.94,0,0,1,24,8,-,-,-,-,-,-,-,-,-,-,-
MD Shanaka,Gujarat Titans,2023-2023,3,3,1,26,17,13,26,100,0,0,1,2,1,-,-,-,-,-,-,-,-,-,-,-
MDKJ Perera,Rajasthan Royals,2013-2013,2,2,0,14,14,7,13,107.69,0,0,1,3,0,-,-,-,-,-,-,-,-,-,-,-
MEK Hussey,"Chennai Super Kings, Mumbai Indians",2008-2015,59,58,7,1977,116*,38.76,1612,122.64,1,15,1,198,52,-,-,-,-,-,-,-,-,-,-,-
MF Maharoof,Delhi Daredevils,2008-2010,20,14,4,177,39,17.7,123,143.9,0,0,2,12,9,20,70.0,0,520,27,3/34,19.25,7.42,15.5,0,0
MG Bracewell,Royal Challengers Bangalore,2023-2023,5,4,2,58,26,29,47,123.4,0,0,0,6,1,5,11.0,0,95,6,2/13,15.83,8.63,11,0,0
MG Johnson,"Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians",2013-2018,54,30,17,167,16*,12.84,164,101.82,0,0,2,10,7,54,205.2,2,1702,61,3/26,27.9,8.28,20.1,0,0
MG Neser,Kings XI Punjab,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,1,4.0,0,62,0,-,-,15.5,-,0,0
MJ Clarke,Pune Warriors,2012-2012,6,6,0,98,41,16.33,94,104.25,0,0,0,12,0,5,11.0,0,67,2,1/12,33.5,6.09,33,0,0
MJ Dagar,"Royal Challengers Bengaluru, Sunrisers Hyderabad",2023-2024,8,1,0,0,0,0,1,0,0,0,1,0,0,8,22.5,0,203,2,1/23,101.5,8.89,68.5,0,0
MJ Guptill,"Kings XI Punjab, Mumbai Indians, Sunrisers Hyderabad",2016-2019,13,13,1,270,50*,22.5,196,137.75,0,1,1,24,15,-,-,-,-,-,-,-,-,-,-,-
MJ Henry,"Chennai Super Kings, Kings XI Punjab, Lucknow Super Giants",2017-2026,9,2,0,7,5,3.5,10,70,0,0,0,1,0,9,27.0,0,311,4,2/54,77.75,11.51,40.5,0,0
MJ Lumb,"Deccan Chargers, Rajasthan Royals",2010-2011,12,12,0,278,83,23.16,194,143.29,0,1,3,45,6,-,-,-,-,-,-,-,-,-,-,-
MJ McClenaghan,Mumbai Indians,2015-2019,56,24,11,85,20,6.53,70,121.42,0,0,6,5,7,56,212.2,1,1803,71,4/21,25.39,8.49,17.9,1,0
MJ Owen,Punjab Kings,2025-2025,1,1,0,0,0,0,2,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-
MJ Santner,"Chennai Super Kings, Mumbai Indians",2019-2026,33,20,12,128,22,16,117,109.4,0,0,1,8,6,33,107.3,0,800,27,3/11,29.62,7.44,23.8,0,0
MJ Suthar,Gujarat Titans,2024-2024,1,1,0,1,1,1,2,50,0,0,0,0,0,1,2.0,0,26,0,-,-,13,-,0,0
MK Lomror,"Rajasthan Royals, Royal Challengers Bangalore, Royal Challengers Bengaluru",2018-2024,40,35,6,527,54*,18.17,373,141.28,0,1,3,33,30,11,15.0,0,127,1,1/22,127,8.46,90,0,0
MK Pandey,"Delhi Capitals, Kolkata Knight Riders, Lucknow Super Giants, Mumbai Indians, Pune Warriors, Royal Challengers Bangalore, Sunrisers Hyderabad",2008-2025,174,162,28,3942,114*,29.41,3244,121.51,1,22,14,340,115,-,-,-,-,-,-,-,-,-,-,-
MK Tiwary,"Delhi Daredevils, Kings XI Punjab, Kolkata Knight Riders, Rising Pune Supergiant",2008-2018,98,85,26,1695,75*,28.72,1449,116.97,0,7,8,156,40,6,7.0,0,83,1,1/11,83,11.85,42,0,0
ML Hayden,Chennai Super Kings,2008-2010,32,32,2,1107,93,36.9,805,137.51,0,8,1,121,44,-,-,-,-,-,-,-,-,-,-,-
MM Ali,"Chennai Super Kings, Kolkata Knight Riders, Royal Challengers Bangalore",2018-2025,73,59,6,1167,93,22.01,835,139.76,0,6,6,95,67,57,142.2,1,1029,41,4/26,25.09,7.22,20.8,1,0
MM Patel,"Gujarat Lions, Mumbai Indians, Rajasthan Royals",2008-2017,63,15,9,39,23*,6.5,41,95.12,0,0,5,5,0,63,225.5,5,1698,74,5/21,22.94,7.51,18.3,2,1
MM Sharma,"Chennai Super Kings, Delhi Capitals, Gujarat Titans, Kings XI Punjab",2013-2025,120,33,15,125,21*,6.94,136,91.91,0,0,5,8,4,119,400.3,0,3513,134,5/10,26.21,8.77,17.9,3,1
MN Samuels,"Delhi Daredevils, Pune Warriors",2012-2017,15,14,1,161,46,12.38,172,93.6,0,0,1,9,7,11,35.4,0,284,9,3/39,31.55,7.96,23.7,0,0
MN van Wyk,Kolkata Knight Riders,2009-2009,5,5,2,167,74,55.66,132,126.51,0,1,1,19,1,-,-,-,-,-,-,-,-,-,-,-
MP Breetzke,Lucknow Super Giants,2025-2025,1,1,0,14,14,14,12,116.66,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-
MP Stoinis,"Delhi Capitals, Kings XI Punjab, Lucknow Super Giants, Punjab Kings, Royal Challengers Bangalore",2016-2026,113,101,28,2035,124*,27.87,1405,144.83,1,9,10,160,106,72,149.0,0,1466,44,4/15,33.31,9.83,20.3,1,0
MP Yadav,Lucknow Super Giants,2024-2025,6,-,-,-,-,-,-,-,-,-,-,-,-,6,20.1,0,185,9,3/14,20.55,9.17,13.4,0,0
MR Marsh,"Deccan Chargers, Delhi Capitals, Lucknow Super Giants, Pune Warriors, Rising Pune Supergiants, Sunrisers Hyderabad",2010-2026,59,53,2,1367,117,26.8,959,142.54,1,9,7,110,80,34,93.2,1,795,37,4/25,21.48,8.51,15.1,2,0
MS Bhandage,Royal Challengers Bengaluru,2025-2025,1,1,0,1,1,1,4,25,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
MS Bisla,"Kings XI Punjab, Kolkata Knight Riders, Royal Challengers Bangalore",2010-2015,39,39,1,798,92,21,702,113.67,0,4,3,93,23,-,-,-,-,-,-,-,-,-,-,-
MS Dhoni,"Chennai Super Kings, Rising Pune Supergiant, Rising Pune Supergiants",2008-2025,278,242,100,5439,84*,38.3,3957,137.45,0,24,6,375,264,-,-,-,-,-,-,-,-,-,-,-
MS Gony,"Chennai Super Kings, Deccan Chargers, Gujarat Lions, Kings XI Punjab",2008-2017,44,17,7,99,42,9.9,71,139.43,0,0,3,6,8,44,148.0,3,1287,37,3/31,34.78,8.69,24,0,0
MS Wade,"Delhi Daredevils, Gujarat Titans",2011-2024,15,14,0,183,35,13.07,177,103.38,0,0,0,23,2,-,-,-,-,-,-,-,-,-,-,-
MV Boucher,"Kolkata Knight Riders, Royal Challengers Bangalore",2008-2011,31,24,10,394,50*,28.14,309,127.5,0,1,0,32,13,-,-,-,-,-,-,-,-,-,-,-
MW Short,"Chennai Super Kings, Punjab Kings",2023-2026,7,7,0,119,36,17,99,120.2,0,0,0,15,4,4,4.1,0,26,0,-,-,6.24,-,0,0
Mandeep Singh,"Delhi Capitals, Kings XI Punjab, Kolkata Knight Riders, Punjab Kings, Royal Challengers Bangalore",2010-2023,111,98,16,1706,77*,20.8,1388,122.91,0,6,15,176,38,2,2.0,0,26,0,-,-,13,-,0,0
Mashrafe Mortaza,Kolkata Knight Riders,2009-2009,1,1,1,2,2*,-,2,100,0,0,0,0,0,1,4.0,0,58,0,-,-,14.5,-,0,0
Misbah-ul-Haq,Royal Challengers Bangalore,2008-2008,8,8,1,117,47*,16.71,81,144.44,0,0,2,10,6,-,-,-,-,-,-,-,-,-,-,-
Mohammad Ashraful,Mumbai Indians,2009-2009,1,1,0,2,2,2,10,20,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Mohammad Asif,Delhi Daredevils,2008-2008,8,2,0,3,3,1.5,6,50,0,0,1,0,0,8,32.0,0,296,8,2/19,37,9.25,24,0,0
Mohammad Hafeez,Kolkata Knight Riders,2008-2008,8,8,1,64,16,9.14,83,77.1,0,0,0,7,2,4,10.0,0,68,2,1/8,34,6.8,30,0,0
Mohammad Nabi,"Mumbai Indians, Sunrisers Hyderabad",2017-2024,24,19,3,215,31,13.43,150,143.33,0,0,1,18,11,23,69.3,0,517,15,4/11,34.46,7.43,27.8,1,0
Mohammed Shami,"Delhi Daredevils, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders, Lucknow Super Giants, Punjab Kings, Sunrisers Hyderabad",2013-2026,123,32,16,98,21,6.12,99,98.98,0,0,4,8,3,123,450.2,3,3849,137,4/11,28.09,8.54,19.7,2,0
Mohammed Siraj,"Gujarat Titans, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad",2017-2026,112,26,16,112,14*,11.2,123,91.05,0,0,2,10,4,112,397.2,4,3483,112,4/17,31.09,8.76,21.2,3,0
Mohit Rathee,Punjab Kings,2023-2023,1,1,1,1,1*,-,2,50,0,0,0,0,0,1,2.0,0,29,0,-,-,14.5,-,0,0
